mid,userid,message,ts_created,poiid,lon,lat,uid,name,tag1,tag2,tag3,tag4,tag5,最高气温,最低气温,天气,风向,sentiment,intensity,emotion_type,tag5
4.97E+15,3223619853,万物各有时令,2023/11/19,B2094457D069A1FA429F,118.7941113,32.04438238,6cdd6c03b678c6dfb5147fd6,六朝博物馆,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,20℃,5℃,晴,西南风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,1692749290,一天胖三斤[二哈]炫饭真开心[鲜花] 我崽今晚全程好乖太棒啦！,2023/11/19,B2094453D56FA7FB4493,118.7936915,32.04454476,6cdd6c03b678c6dfb5147fd6,六朝博物馆,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,20℃,5℃,晴,西南风 2级,正面,9,愉悦,文博知识体验类景区
4.97E+15,2815964970,#希腊时代彩陶及普利亚艺术文化特展##六朝博物馆#约会博物馆 再观形态之美,2023/11/19,B2094457D069A1FA429F,118.7941113,32.04438238,6cdd6c03b678c6dfb5147fd6,六朝博物馆,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,20℃,5℃,晴,西南风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,5378561315,2023年11月12日下午，南京地质博物馆半日游，这只是冰山一角的记录。,2023/11/18,B2094757D164A7FA4992,118.8019671,32.04694971,1135806737316b6102294f42,南京地质博物馆,旅游景点,博物馆,纪念教育类,2,文博知识体验类景区,15℃,5℃,晴,西南风 1级,中性,3,怀旧,文博知识体验类景区
4.97E+15,5378561315,分享图片,2023/11/18,B2094757D164A7FA4992,118.8019671,32.04694971,1135806737316b6102294f42,南京地质博物馆,旅游景点,博物馆,纪念教育类,2,文博知识体验类景区,15℃,5℃,晴,西南风 1级,中性,0,无情绪,文博知识体验类景区
4.97E+15,5378561315,分享图片,2023/11/18,B2094757D164A7FA4992,118.8019671,32.04694971,1135806737316b6102294f42,南京地质博物馆,旅游景点,博物馆,纪念教育类,2,文博知识体验类景区,15℃,5℃,晴,西南风 1级,中性,0,无情绪,文博知识体验类景区
4.97E+15,2816954823,电梯开始安装 外立面、阳台、卫生间石材施工,2023/11/19,B2094757D164A7FA4992,118.8019671,32.04694971,1135806737316b6102294f42,南京地质博物馆,旅游景点,博物馆,纪念教育类,2,文博知识体验类景区,20℃,5℃,晴,西南风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,2816954823,第二户 开始铺地板 底漆施工中,2023/11/19,B2094757D164A7FA4992,118.8019671,32.04694971,1135806737316b6102294f42,南京地质博物馆,旅游景点,博物馆,纪念教育类,2,文博知识体验类景区,20℃,5℃,晴,西南风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,2816954823,第三户 土建疯狂改造中 面积超大 改造预计半年,2023/11/19,B2094757D164A7FA4992,118.8019671,32.04694971,1135806737316b6102294f42,南京地质博物馆,旅游景点,博物馆,纪念教育类,2,文博知识体验类景区,20℃,5℃,晴,西南风 2级,中性,3,无情绪,文博知识体验类景区
4.97E+15,2259933272,愉快的一天[微笑],2023/11/19,B2094757D164A7FA4992,118.8019671,32.04694971,1135806737316b6102294f42,南京地质博物馆,旅游景点,博物馆,纪念教育类,2,文博知识体验类景区,20℃,5℃,晴,西南风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,1027915727,走着走着，汗流浃背，今日的温度有点高，在西安门城墙下坐一会，很有意思的场景。,2023/11/15,B2094655D769A5FC459B,118.8001781,32.04180452,e6de304ae7870ed10b1cc71e,西安门遗址公园,旅游景点,公园,城市公园类,3,城市休闲游憩类景区,15℃,7℃,多云~小雨,东南风 2级,正面,6,愉悦,城市休闲游憩类景区
4.97E+15,2194619570,??,2023/11/16,B2094655D769A5FC459B,118.8001781,32.04180452,e6de304ae7870ed10b1cc71e,西安门遗址公园,旅游景点,公园,城市公园类,3,城市休闲游憩类景区,14℃,4℃,雾~晴,西北风 4级,中性,0,无情绪,城市休闲游憩类景区
4.97E+15,3085690281,#一张图证明我来过这里#,2023/11/16,B2094655D769A5FC459B,118.8001781,32.04180452,e6de304ae7870ed10b1cc71e,西安门遗址公园,旅游景点,公园,城市公园类,3,城市休闲游憩类景区,14℃,4℃,雾~晴,西北风 4级,中性,0,无情绪,城市休闲游憩类景区
4.97E+15,5678809574,??,2023/11/17,B2094655D769A5FC459B,118.8001781,32.04180452,e6de304ae7870ed10b1cc71e,西安门遗址公园,旅游景点,公园,城市公园类,3,城市休闲游憩类景区,15℃,1℃,晴,西北风 4级,中性,0,无情绪,城市休闲游憩类景区
4.97E+15,2412559024,又画大饼。。。我找个南京媳妇就给我调厅里来，且不说我想不想来，我去哪找南京媳妇啊？！我徐州都还没找到！！！,2023/11/15,B2094655D769A5FE449E,118.8070339,32.04291488,c13c74fbc6f54a3b6fc02cd1,励志社旧址,旅游景点,文物古迹,休闲游乐类,1,核心文化古迹类景区,15℃,7℃,多云~小雨,东南风 2级,负面,7,失望,核心文化古迹类景区
4.97E+15,1660821787,南京??,2023/11/16,B2094655D769A5FE449E,118.8070339,32.04291488,c13c74fbc6f54a3b6fc02cd1,励志社旧址,旅游景点,文物古迹,休闲游乐类,1,核心文化古迹类景区,14℃,4℃,雾~晴,西北风 4级,中性,0,无情绪,核心文化古迹类景区
4.97E+15,2782527297,来南京吃喝玩乐了,2023/11/17,B2094655D769A5FE449E,118.8070339,32.04291488,c13c74fbc6f54a3b6fc02cd1,励志社旧址,旅游景点,文物古迹,休闲游乐类,1,核心文化古迹类景区,15℃,1℃,晴,西北风 4级,正面,8,愉悦,核心文化古迹类景区
4.97E+15,3087554643,#寻宝记,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,5886401800,天气晴朗,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,6,愉悦,文博知识体验类景区
4.97E+15,7452594377,越来越感觉自己是个俗人 去博物馆参观 看书法绘画先看落款 是名人就欣赏不认识就略过 看文物先看朝代年份 周秦楚汉仔细端详 元明清看看就走  昨天在南博有一幅画蛮好看也很有趣 是文丛??,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,负面,4,失望,文博知识体验类景区
4.97E+15,7452594377,天气很好 小粉真的很好看,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,7016719449,一些美好的际遇 南京民国馆,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,怀旧,文博知识体验类景区
4.97E+15,5655819799,手机vs??,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,5155690117,南京博物院,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,1640734685,走走停停,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,2,无情绪,文博知识体验类景区
4.97E+15,6046943136,南京博物院,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,1817950510,民国馆-老茶馆，一比一还原！,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,怀旧,文博知识体验类景区
4.97E+15,1817950510,南京博物院-民国馆，设计独特！,2023/11/14,B209475CDA6DAAF94493,118.8194303,32.0424863,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,1716331513,玉润中华——中国玉器的万年史诗图卷  #南京博物院建院九十周年##玉润中华——中国玉器的万年史诗图卷#,2023/11/14,B2094255D06AA0FB4192,118.8196492,32.04407826,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,3188023662,走得我脑仁突突疼,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,负面,6,烦躁,文博知识体验类景区
4.97E+15,5022456355,南京游记,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7531305146,祝我们平安顺遂安康发财,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,3894521355,又又又来啦 90周年特展怎么少的了我呢[打call],2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,9,愉悦,文博知识体验类景区
4.97E+15,6468110333,好好好 看到教科书了,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,5548650821,小荧与北#日常#  提前步入养老生活,2023/11/14,B2094453D56EA5FD449A,118.8200041,32.04260059,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,1562683521,南博90周年特展,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,5016094757,累死在南博了,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,负面,7,烦躁,文博知识体验类景区
4.97E+15,2395408714,祝我生日快乐呀！,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,5528955416,分享图片,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,1242015935,#师友如光?微以致远——文徵明及其师友后学书画特展#  ??【明 · 文徵明《虎山桥图》】卷 绢本 设色。纵30.5厘米，横638厘米。南京博物院藏。   文徵明在80来岁时，作品呈现的穷尽繁复之??,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,1787061600,大江东去，浪淘尽，千古风流人物,2023/11/14,B2094254DB65A6FC489D,118.8205251,32.04370182,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,3820503101,六朝 唐宋 yyds[举手],2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,9,愉悦,文博知识体验类景区
4.97E+15,6298229388,分享图片,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,3106250345,啊啊啊又双叒叕来南京博物院了 建院九十周年特展 看到坤舆万国全图和玉龙了 这可是明代的世界地图 好震撼[吹风车][哇] 玉器展就是美不胜收啊！ 一边震撼一边看,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,9,愉悦,文博知识体验类景区
4.97E+15,1750382924,无比精致的小可爱们[太开心],2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,9,愉悦,文博知识体验类景区
4.97E+15,1750382924,是不是来了一亿人看宝贝?,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,负面,6,烦躁,文博知识体验类景区
4.97E+15,1750382924,文创下次买,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,2,无情绪,文博知识体验类景区
4.97E+15,1787061600,我的城市离你很近??,2023/11/14,B209475CDA6DAAF94493,118.8194303,32.0424863,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,无情绪,文博知识体验类景区
4.97E+15,6464751364,。 南博镇馆之宝[鲜花]，看的人又是人山人海，一眼千年，打卡拍照[照相机] 金兽  1982年出土于江苏省盱眙县南窑庄窖藏。长17.5厘米、宽16厘米、高10.2厘米，最晚可追溯至西汉。整体造型屈腰?,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,2033820564,盖章?,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,2643360752,打卡南博九十周年展,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,6,愉悦,文博知识体验类景区
4.97E+15,3849871594,和天下第一最最好[兔子],2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,9,愉悦,文博知识体验类景区
4.97E+15,5336347938,南京博物院_90周年特展#南京博物院##南京博物院建院九十周年##周末去哪儿#,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,2,无情绪,文博知识体验类景区
4.97E+15,5511833000,??南京博物院   一座金陵城 半部民国史,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,怀旧,文博知识体验类景区
4.97E+15,3204230302,用眼睛去素描你內心的世界,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,1241914765,#南京博物院##玉润中华——中国玉器的万年史诗图卷# 南京博物院90周年特展「玉润中华——中国玉器的万年史诗图卷」[打call]  故宫博物馆的c形玉龙，江西省博的活环链玉神人饰，还有大常州?,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,1787061600,比拼手机拍照水平的时间到了??,2023/11/14,B2094252D36AA5F4479D,118.8197334,32.04367733,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,2282957081,南京二日特种兵之行-a篇： 超级难约的南京博物院，最后阴错阳差 赶在当天最后一两个小时预约成功，走马观花参观了下，嘿嘿。（虽然中途有个“南京老太太碰瓷”插曲，问题不大） 大爱 ??,2023/11/14,B209475CDA6DAAF94493,118.8194303,32.0424863,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,7370342103,南京博物院（一）：走近;（二）：鹿鸣,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,2,怀旧,文博知识体验类景区
4.97E+15,7370342103,南京博物院（三）：造人;（四）：文明,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7370342103,南京博物院（五）：邦国;（六）：开拓,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7370342103,南京博物院（七）：祭典;（八）：春秋,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7370342103,南京博物院（九）：吴越；（十）：青铜,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7370342103,南京博物院（十一）：鸣金;（十二）：干戈,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,2,怀旧,文博知识体验类景区
4.97E+15,7370342103,南京博物院（十三）：郢爰;（十四）：绶印,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7370342103,南京博物院（十五）：玉衣;（十六）：钟鼓,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7370342103,南京博物院（十七）：和鸣;（十八）：佩环,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
4.97E+15,7370342103,南京博物院（十九）：归来,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,6405942606,“阑珊返顾，已逾千载大梦春秋” #南京博物院建院九十周年##南京博物院##博物馆#,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,2694049812,一院六館帶你穿越過去[吃瓜]#南京#,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,怀旧,文博知识体验类景区
4.97E+15,3099837311,南京博物院90年庆典————玉润中华#国宝##文物##南京##旅游##国宝级玉器亮相南京博物院#,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,8,愉悦,文博知识体验类景区
4.97E+15,2656685823,九十周年春华秋实,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,6,愉悦,文博知识体验类景区
4.97E+15,3677056123,一直逛到树的影子消失,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,2019911233,??是南京，也是金陵,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,怀旧,文博知识体验类景区
4.97E+15,1823912104,玉潤中華. 感谢南京博物院的第90个年头??,2023/11/14,B2094255D06AA0FB4192,118.8196492,32.04407826,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,6598832880,南京博物院无敌人气小粉炉大放送[允悲] #玉润中华——中国玉器的万年史诗图卷#约会博物馆,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,5883859605,一座金陵城 半部民国史,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,2841026877,上班前慌慌张张逛了两个馆，果然时间都是挤出来的[笑cry],2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,负面,6,烦躁,文博知识体验类景区
4.97E+15,1198669650,南京博物院90周年特展 没想到特意工作日观展还有这么多人 当代人真的都太有文化了,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,负面,4,失望,文博知识体验类景区
4.97E+15,1844765152,#南京##南京博物院##玉润中华——中国玉器的万年史诗图卷#  它们沉默不语无需言语,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,3769835575,"竹林七贤与荣启期砖画 南朝 江苏南京西善桥宫山大墓出土  “竹林七贤”为魏晋时期的七位名士,荣启期则为春秋时期的一位高士。画面中嵇康头梳双髻，目送秋鸿，手弹五弦；阮籍身着长袍，",2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,2,怀旧,文博知识体验类景区
4.97E+15,7265573917,??一座金陵城 半部民国史,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,怀旧,文博知识体验类景区
4.97E+15,2696783564,我自人间漫浪 平生事 南北西东,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,3,怀旧,文博知识体验类景区
4.97E+15,1671620050,为了一睹小粉炉的芳容（学名：清乾隆芙蓉石蟠螭耳盖炉）,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,正面,7,愉悦,文博知识体验类景区
4.97E+15,7513527185,当没文化的我 去逛了博物馆,2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,负面,4,失望,文博知识体验类景区
4.97E+15,3073229003,[月亮],2023/11/14,B2094757D068A6FE459C,118.8205752,32.04349187,d24e48eb4aac8db4afee7aec,南京博物院,旅游景点,博物馆,历史文化类,2,文博知识体验类景区,12℃,2℃,晴,西风 2级,中性,0,无情绪,文博知识体验类景区
